"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"BELFB","Bel Fuse Inc.","25.21","$308.75M","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/belfb",
"BLPH","Bellerophon Therapeutics, Inc.","0.6701","$39.32M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/blph",
"BLCM","Bellicum Pharmaceuticals, Inc.","3.27","$141.79M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/blcm",
"BNFT","Benefitfocus, Inc.","46.79","$1.5B","2013","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bnft",
"BNTC","Benitec Biopharma Limited","2.0899","$26.86M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bntc",
"BNTCW","Benitec Biopharma Limited","0.1125","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bntcw",
"BRY","Berry Petroleum Corporation","11.99","$973.61M","2018","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/bry",
"BYSI","BeyondSpring, Inc.","17.5","$405.56M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bysi",
"BGCP","BGC Partners, Inc.","5.82","$1.97B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/bgcp",
"BGFV","Big 5 Sporting Goods Corporation","3.54","$75.94M","2002","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/bgfv",
"BRPA","Big Rock Partners Acquisition Corp.","10.3203","$93.25M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/brpa",
"BRPAR","Big Rock Partners Acquisition Corp.","0.29","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/brpar",
"BRPAU","Big Rock Partners Acquisition Corp.","10.64","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/brpau",
"BRPAW","Big Rock Partners Acquisition Corp.","0.27","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/brpaw",
"BILI","Bilibili Inc.","18.9","$5.8B","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/bili",
"BASI","Bioanalytical Systems, Inc.","1.89","$19.45M","1997","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/basi",
"ORPN","Bioblast Pharma Ltd.","11.77","$617760.22","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/orpn",
"BIOC","Biocept, Inc.","1.18","$6.85M","2014","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/bioc",
"BCRX","BioCryst Pharmaceuticals, Inc.","8.32","$915.72M","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/bcrx",
"BDSI","BioDelivery Sciences International, Inc.","4.52","$319.53M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bdsi",
"BFRA","Biofrontera AG","12.14","$270.92M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bfra",
"BIIB","Biogen Inc.","312.72","$61.51B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/biib",
"BHTG","BioHiTech Global, Inc.","2.9","$42.93M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/bhtg",
"BKYI","BIO-key International, Inc.","1.03","$14.4M","n/a","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/bkyi",
"BIOL","Biolase, Inc.","2.34","$48.33M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/biol",
"BLFS","BioLife Solutions, Inc.","17.31","$320.23M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/blfs",
"BLRX","BioLineRx Ltd.","0.4239","$61.28M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/blrx",
"BMRN","BioMarin Pharmaceutical Inc.","93.04","$16.6B","1999","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bmrn",
"BMRA","Biomerica, Inc.","2.6","$24.24M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/bmra",
"BNGO","Bionano Genomics, Inc.","4.3493","$43.64M","2018","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/bngo",
"BNGOW","Bionano Genomics, Inc.","1.4986","n/a","2018","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/bngow",
"BVXV","BiondVax Pharmaceuticals Ltd.","4.9312","$32.23M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/bvxv",
"BVXVW","BiondVax Pharmaceuticals Ltd.","0.4108","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/bvxvw",
"BNKL","Bionik Laboratories Corp.","5","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bnkl",
"BPTH","Bio-Path Holdings, Inc.","35.13","$61.76M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bpth",
"BIOS","BioScrip, Inc.","3.42","$437.9M","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/bios",
"BSGM","BioSig Technologies, Inc.","5.65","$94.15M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/bsgm",
"BSTC","BioSpecifics Technologies Corp","69.3","$504.38M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bstc",
"TECH","Bio-Techne Corp","193.36","$7.3B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tech",
"BEAT","BioTelemetry, Inc.","68.64","$2.31B","2008","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/beat",
"BTAI","BioXcel Therapeutics, Inc.","9.34","$146.29M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/btai",
"BCAC","Bison Capital Acquisition Corp.","10.435","$83.26M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bcac",
"BCACR","Bison Capital Acquisition Corp.","0.189","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bcacr",
"BCACU","Bison Capital Acquisition Corp.","10.7027","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bcacu",
"BCACW","Bison Capital Acquisition Corp.","0.12","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bcacw",
"BJRI","BJ&#39;s Restaurants, Inc.","47.76","$1.01B","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/bjri",
"BRAC","Black Ridge Acquisition Corp.","10.15","$179.6M","2017","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/brac",
"BRACR","Black Ridge Acquisition Corp.","0.39","n/a","2017","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/bracr",
"BRACU","Black Ridge Acquisition Corp.","10.8","n/a","2017","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/bracu",
"BRACW","Black Ridge Acquisition Corp.","0.27","n/a","2017","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/bracw",
"BLKB","Blackbaud, Inc.","78.96","$3.83B","2004","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/blkb",
"BL","BlackLine, Inc.","47.79","$2.63B","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bl",
"BKCC","BlackRock Capital Investment Corporation","6.07","$417.84M","2007","n/a","n/a","https://www.nasdaq.com/symbol/bkcc",
"TCPC","BlackRock TCP Capital Corp.","14.29","$839.76M","2012","n/a","n/a","https://www.nasdaq.com/symbol/tcpc",
"BLNK","Blink Charging Co.","3.24","$83.33M","n/a","Consumer Durables","Electrical Products","https://www.nasdaq.com/symbol/blnk",
"BLNKW","Blink Charging Co.","1.3","n/a","n/a","Consumer Durables","Electrical Products","https://www.nasdaq.com/symbol/blnkw",
"BLMN","Bloomin&#39; Brands, Inc.","20.26","$1.85B","2012","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/blmn",
"BCOR","Blucora, Inc.","28.08","$1.35B","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/bcor",
"BLBD","Blue Bird Corporation","16.91","$446.21M","2014","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/blbd",
"BHBK","Blue Hills Bancorp, Inc.","23.84","$640.33M","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/bhbk",
"BLUE","bluebird bio, Inc.","146.2","$8.03B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/blue",
"BKEP","Blueknight Energy Partners L.P., L.L.C.","1.16","$46.86M","2011","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bkep",
"BKEPP","Blueknight Energy Partners L.P., L.L.C.","5.06","$152.6M","n/a","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bkepp",
"BPMC","Blueprint Medicines Corporation","83.78","$3.69B","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bpmc",
"ITEQ","BlueStar Israel Technology ETF","36.4761","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iteq",
"BMCH","BMC Stock Holdings, Inc.","18.13","$1.21B","2013","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/bmch",
"WIFI","Boingo Wireless, Inc.","21.08","$925.85M","2011","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/wifi",
"BOKF","BOK Financial Corporation","86.25","$6.23B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bokf",
"BOKFL","BOK Financial Corporation","25.12","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bokfl",
"BNSO","Bonso Electronics International, Inc.","2.862","$13.49M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bnso",
"BKNG","Booking Holdings Inc.","1736","$78.14B","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/bkng",
"BRQS","Borqs Technologies, Inc. ","3.74","$117.07M","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/brqs",
"BOMN","Boston Omaha Corporation","25.57","$564.17M","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/bomn",
"BPFH","Boston Private Financial Holdings, Inc.","11.45","$959.13M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpfh",
"EPAY","Bottomline Technologies, Inc.","48.6","$2.1B","1999","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/epay",
"BOXL","Boxlight Corporation","2.5","$25.43M","2017","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/boxl",
"BWMC","Boxwood Merger Corp.","9.7","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/bwmc",
"BWMCU","Boxwood Merger Corp.","9.99","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/bwmcu",
"BWMCW","Boxwood Merger Corp.","0.3001","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/bwmcw",
"BBRX","Braeburn Pharmaceuticals, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bbrx",
"BCLI","Brainstorm Cell Therapeutics Inc.","3.95","$81.79M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/bcli",
"BVNSC","Brandes Investment Trust","100.04","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bvnsc",
"BDGE","Bridge Bancorp, Inc.","31.96","$632.56M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bdge",
"BLIN          ","Bridgeline Digital, Inc.","0.2495","$4.01M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/blin",
"BWB","Bridgewater Bancshares, Inc.","10.92","$328.66M","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/bwb",
"BRID","Bridgford Foods Corporation","22.21","$201.6M","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/brid",
"BCOV","Brightcove Inc.","8.31","$304.52M","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/bcov",
"BHF","Brighthouse Financial, Inc.","38.62","$4.51B","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/bhf",
"BHFAL","Brighthouse Financial, Inc.","24.6","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/bhfal",
"AVGO","Broadcom Inc.","269.63","$106.8B","2009","Technology","Semiconductors","https://www.nasdaq.com/symbol/avgo",
"BVSN","BroadVision, Inc.","1.7","$8.5M","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bvsn",
"BYFC","Broadway Financial Corporation","1.41","$38.66M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/byfc",
"BWEN","Broadwind Energy, Inc.","1.65","$25.92M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/bwen",
"BPY","Brookfield Property Partners L.P.","19.69","$8.41B","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/bpy",
"BPR","Brookfield Property REIT Inc.","19.8","$14.72B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bpr",
"BPRAP","Brookfield Property REIT Inc.","25.15","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bprap",
"BRKL","Brookline Bancorp, Inc.","15.07","$1.2B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/brkl",
"BRKS","Brooks Automation, Inc.","30.69","$2.18B","1995","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/brks",
"DOOO","BRP Inc.","27.64","$1.19B","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/dooo",
"BRKR","Bruker Corporation","38","$5.96B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/brkr",
"BMTC","Bryn Mawr Bank Corporation","38.44","$775.07M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bmtc",
"BLMT","BSB Bancorp, Inc.","34.45","$336.8M","2011","Finance","Major Banks","https://www.nasdaq.com/symbol/blmt",
"BSQR","BSQUARE Corporation","1.92","$24.54M","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/bsqr",
"BLDR","Builders FirstSource, Inc.","13.79","$1.59B","2005","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/bldr",
"BFST","Business First Bancshares, Inc.","24.19","$319.63M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bfst",
"CFFI","C&F Financial Corporation","52.59","$183.37M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cffi",
"CHRW","C.H. Robinson Worldwide, Inc.","88.75","$12.15B","1997","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/chrw",
"CCMP","Cabot Microelectronics Corporation","111.96","$3.24B","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/ccmp",
"CDNS","Cadence Design Systems, Inc.","60.62","$17B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cdns",
"CDZI","Cadiz, Inc.","9.93","$243.45M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cdzi",
"CZR","Caesars Entertainment Corporation","8.5","$5.7B","2012","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/czr",
"CSTE","Caesarstone Ltd.","16.55","$568.47M","2012","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cste",
"CLBS","Caladrius Biosciences, Inc.","3.96","$38.97M","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/clbs",
"CHY","Calamos Convertible and High Income Fund","10.77","$786.3M","2003","n/a","n/a","https://www.nasdaq.com/symbol/chy",
"CHI","Calamos Convertible Opportunities and Income Fund","10.1","$707.24M","2002","n/a","n/a","https://www.nasdaq.com/symbol/chi",
"CCD","Calamos Dynamic Convertible & Income Fund","19.41","$473.95M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ccd",
"CHW","Calamos Global Dynamic Income Fund","7.81","$461.95M","2007","n/a","n/a","https://www.nasdaq.com/symbol/chw",
"CGO","Calamos Global Total Return Fund","11.8729","$102.64M","2005","n/a","n/a","https://www.nasdaq.com/symbol/cgo",
"CSQ","Calamos Strategic Total Return Fund","12.13","$1.88B","2004","n/a","n/a","https://www.nasdaq.com/symbol/csq",
"CAMP","CalAmp Corp.","12.93","$442.97M","1983","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/camp",
"CVGW","Calavo Growers, Inc.","82.2","$1.45B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/cvgw",
"CALA","Calithera Biosciences, Inc.","6.38","$243.24M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cala",
"CALM","Cal-Maine Foods, Inc.","43.83","$2.13B","1996","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/calm",
"CLMT","Calumet Specialty Products Partners, L.P.","4.12","$319.17M","2006","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/clmt",
"CRUSC","Calvert Management Series","100.02","$100.02M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/crusc",
"CLXT","Calyxt, Inc.","17","$553.73M","2017","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/clxt",
"CATC","Cambridge Bancorp","82.63","$340M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/catc",
"CAC","Camden National Corporation","43.64","$680.43M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cac",
"CAMT","Camtek Ltd.","8.85","$322.44M","2000","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/camt",
"CSIQ","Canadian Solar Inc.","23.63","$1.38B","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/csiq",
"CGIX","Cancer Genetics, Inc.","0.2589","$10.63M","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cgix",
"CPHC","Canterbury Park Holding Corporation","14.4","$65.15M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/cphc",
"CBNK","Capital Bancorp, Inc.","11.24","$153.68M","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/cbnk",
"CCBG","Capital City Bank Group","23.71","$398.51M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ccbg",
"CPLP","Capital Product Partners L.P.","2.35","$299.03M","2007","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/cplp",
"CSWC","Capital Southwest Corporation","21.37","$368.28M","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/cswc",
"CSWCL","Capital Southwest Corporation","25.6532","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/cswcl",
"CPTA","Capitala Finance Corp.","7.81","$125.53M","2013","n/a","n/a","https://www.nasdaq.com/symbol/cpta",
"CPTAG","Capitala Finance Corp.","25.02","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cptag",
"CPTAL","Capitala Finance Corp.","25.2475","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cptal",
"CFFN","Capitol Federal Financial, Inc.","13.15","$1.86B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cffn",
"CAPR","Capricor Therapeutics, Inc.","0.4608","$14.32M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/capr",
"CSTR","CapStar Financial Holdings, Inc.","15.94","$282.53M","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/cstr",
"CPST","Capstone Turbine Corporation","0.83","$59.42M","2000","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cpst",
"CARA","Cara Therapeutics, Inc.","17.43","$687.56M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cara",
"CBLK","Carbon Black, Inc.","14.43","$980.05M","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cblk",
"CARB","Carbonite, Inc.","25.13","$863.6M","2011","Technology","EDP Services","https://www.nasdaq.com/symbol/carb",
"CSII","Cardiovascular Systems, Inc.","41.32","$1.44B","1981","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/csii",
"CDLX","Cardlytics, Inc.","15.91","$358.01M","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/cdlx",
"CATM","Cardtronics plc","30.76","$1.42B","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/catm",
"CDNA","CareDx, Inc.","36.15","$1.51B","2014","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cdna",
"CECO","Career Education Corporation","16.29","$1.14B","1998","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ceco",
"CTRE","CareTrust REIT, Inc.","23.71","$2.11B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ctre",
"CARG","CarGurus, Inc.","39.53","$4.38B","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/carg",
"CARO","Carolina Financial Corporation","36.07","$804.52M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/caro",
"CART","Carolina Trust BancShares, Inc.","8.3","$59.4M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cart",
"CRZO","Carrizo Oil & Gas, Inc.","10.76","$985.91M","1997","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/crzo",
"TAST","Carrols Restaurant Group, Inc.","10","$370.04M","2006","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/tast",
"CARV","Carver Bancorp, Inc.","3.3442","$12.37M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/carv",
"CASM","CAS Medical Systems, Inc.","2.42","$68.24M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/casm",
"CASA","Casa Systems, Inc.","9.42","$783.07M","2017","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/casa",
"CWST","Casella Waste Systems, Inc.","34.49","$1.6B","1997","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/cwst",
"CASY","Caseys General Stores, Inc.","131.86","$4.83B","1983","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/casy",
"CASI","CASI Pharmaceuticals, Inc.","3.29","$307.9M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/casi",
"CASS","Cass Information Systems, Inc","49.39","$717.31M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/cass",
"CTRM","Castor Maritime Inc.","6.25","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ctrm",
"CATB","Catabasis Pharmaceuticals, Inc.","5.64","$42.28M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/catb",
"CBIO","Catalyst Biosciences, Inc. ","9.09","$108.67M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cbio",
"CPRX","Catalyst Pharmaceuticals, Inc.","3.03","$311.3M","2006","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cprx",
"CATS","Catasys, Inc.","10","$161.36M","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/cats",
"CATY","Cathay General Bancorp","36.52","$2.94B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/caty",
"CGVIC","Causeway ETMF Trust","100.1","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cgvic",
"CIVEC","Causeway ETMF Trust","100.12","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/civec",
"CVCO","Cavco Industries, Inc.","124","$1.13B","n/a","Basic Industries","Homebuilding","https://www.nasdaq.com/symbol/cvco",
"CBFV","CB Financial Services, Inc.","24","$130.37M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cbfv",
"CBAT","CBAK Energy Technology, Inc.","0.95","$25.32M","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cbat",
"CBMB","CBM Bancorp, Inc.","13.2249","$55.97M","2018","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cbmb",
"CBOE","Cboe Global Markets, Inc.","95.66","$10.7B","2010","n/a","n/a","https://www.nasdaq.com/symbol/cboe",
"CBTX","CBTX, Inc.","32.76","$851.85M","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/cbtx",
"CDK","CDK Global, Inc.","58","$7.23B","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/cdk",
"CDW","CDW Corporation","95.99","$14.12B","2013","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/cdw",
"CECE","CECO Environmental Corp.","7.82","$273.54M","n/a","Capital Goods","Pollution Control Equipment","https://www.nasdaq.com/symbol/cece",
"CELC","Celcuity Inc.","20.49","$209.18M","2017","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/celc",
"CELG","Celgene Corporation","85.6","$60.12B","1987","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/celg",
"CELGZ","Celgene Corporation","1.48","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/celgz",
"CLDX","Celldex Therapeutics, Inc.","4.88","$59.05M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/cldx",
"APOP","Cellect Biotechnology Ltd.","1.06","$6.91M","2016","n/a","n/a","https://www.nasdaq.com/symbol/apop",
"APOPW","Cellect Biotechnology Ltd.","0.2","n/a","2016","n/a","n/a","https://www.nasdaq.com/symbol/apopw",
"CLRB","Cellectar Biosciences, Inc.","2.17","$10.32M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clrb",
"CLRBW","Cellectar Biosciences, Inc.","0.03","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clrbw",
"CLRBZ","Cellectar Biosciences, Inc.","0.11","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clrbz",
"CLLS","Cellectis S.A.","18.71","$793.87M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/clls",
"CBMG","Cellular Biomedicine Group, Inc.","18.53","$335.05M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cbmg",
"CLSN","Celsion Corporation","2.38","$44.58M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clsn",
"CELH","Celsius Holdings, Inc.","3.71","$189.69M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/celh",
"CYAD","Celyad SA","21.495","$256.7M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cyad",
"CETX","Cemtrex Inc.","0.61","$8.63M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cetx",
"CETXP","Cemtrex Inc.","2.02","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cetxp",
"CETXW","Cemtrex Inc.","0.032","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cetxw",
"CDEV","Centennial Resource Development, Inc.","9.06","$2.5B","2016","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cdev",
